geohash,hour,demand
qp03xc,23,0.09265326608910157
qp03xd,0,0.11073846325165168
qp03xd,1,0.13222091143119427
qp03xd,2,0.1174443436327172
qp03xd,3,0.06909651972581655
qp03xd,4,0.0667659403111769
qp03xd,5,0.08227759136544616
qp03xd,6,0.07232367264279091
qp03xd,7,0.08000240194351041
qp03xd,8,0.07828116583480957
qp03xd,9,0.04914609375003803
qp03xd,10,0.06672443108495812
qp03xd,11,0.051729961949026126
qp03xd,12,0.04393510338346278
qp03xd,13,0.04329912647183362
qp03xd,14,0.01727092856588555
qp03xd,15,0.015593908749910526
qp03xd,16,0.0097266847216936
qp03xd,17,0.013487569262408475
qp03xd,18,0.01304957323466725
qp03xd,19,0.009393045320714067
qp03xd,20,0.016046413293403367
qp03xd,21,0.06338441001561608
qp03xd,22,0.09367071227388404
qp03xd,23,0.12435249443819882
qp03xe,0,0.12251038034167763
qp03xe,1,0.08146908155557905
qp03xe,2,0.08743172319958432
qp03xe,3,0.14091581015904237
qp03xe,4,0.13697844759718053
qp03xe,5,0.11453802693960308
qp03xe,6,0.10375090772740622
qp03xe,7,0.09901474977943207
qp03xe,8,0.1053410952142468
qp03xe,9,0.08855033469830638
qp03xe,10,0.10308577355516879
qp03xe,11,0.08266039782229084
qp03xe,12,0.11586045897285735
qp03xe,13,0.12259380041633444
qp03xe,14,0.08367522628606867
qp03xe,15,0.0708870512421142
qp03xe,16,0.028073814109489625
qp03xe,17,0.010597312186629834
qp03xe,18,0.011102328985757
qp03xe,19,0.019233938561803398
qp03xe,20,0.019853516969719376
qp03xe,21,0.06098977830675225
qp03xe,22,0.08214730689042635
qp03xe,23,0.17465554186793752
qp03xf,0,0.18061761515892283
qp03xf,1,0.20859950348985343
qp03xf,2,0.18056803627160367
qp03xf,3,0.15041160952729601
qp03xf,4,0.15372498985436606
qp03xf,5,0.1901626635654494
qp03xf,6,0.15549281857720038
qp03xf,7,0.15143558959092068
qp03xf,8,0.15001387356691362
qp03xf,9,0.14563712337158272
qp03xf,10,0.12778052087642006
qp03xf,11,0.11663269426206035
qp03xf,12,0.08069418592638584
qp03xf,13,0.0855368780600804
qp03xf,14,0.06665344612010934
qp03xf,15,0.05847649182853683
qp03xf,16,0.03728748996508813
qp03xf,17,0.023379872290797476
qp03xf,18,0.016752418949827548
qp03xf,19,0.019029542417357825
qp03xf,20,0.024848571118687275
qp03xf,21,0.08184468729898894
qp03xf,22,0.17224396838231676
qp03xf,23,0.23591239454843924
qp03xg,0,0.18322132661069618
qp03xg,1,0.19548883500470887
qp03xg,2,0.18708358840542788
qp03xg,3,0.19230483786577418
qp03xg,4,0.19789595514161476
qp03xg,5,0.23381407719427927
qp03xg,6,0.19259188955003254
qp03xg,7,0.1797110446607001
qp03xg,8,0.16747618303514475
qp03xg,9,0.15845201518698743
qp03xg,10,0.1389409714642852
qp03xg,11,0.12444773011596215
qp03xg,12,0.1277743294442606
qp03xg,13,0.11803367155215783
qp03xg,14,0.0724348702367504
qp03xg,15,0.07884311871678355
qp03xg,16,0.03739340961398785
qp03xg,17,0.020584767724420774
qp03xg,18,0.011589105890542966
qp03xg,19,0.027606701532435635
qp03xg,20,0.04353271801652968
qp03xg,21,0.1247860910920566
qp03xg,22,0.15519349363436422
qp03xg,23,0.22069837890352972
qp03xh,0,0.2597379406665798
qp03xh,1,0.2212589046329187
qp03xh,2,0.2064392447279833
qp03xh,3,0.23068778813482385
qp03xh,4,0.20939378618800647
qp03xh,5,0.29675608391644126
qp03xh,6,0.2502297804124637
qp03xh,7,0.25561192277116784
qp03xh,8,0.24127981946950855
qp03xh,9,0.2547237542115154
qp03xh,10,0.22872720853426237
qp03xh,11,0.2055941012463895
qp03xh,12,0.2155209550436056
qp03xh,13,0.20213814576607453
qp03xh,14,0.1256363536648814
qp03xh,15,0.112402264037268
qp03xh,16,0.0944474215440721
qp03xh,17,0.060383380682768675
qp03xh,18,0.02651878454197885
qp03xh,19,0.04137423938001645
qp03xh,20,0.07439794684740281
qp03xh,21,0.1342684850608094
qp03xh,22,0.23590970555929974
qp03xh,23,0.3725864354423884
qp03xj,0,0.3112952381151206
qp03xj,1,0.2729251041011279
qp03xj,2,0.2498474951343078
qp03xj,3,0.22204692958107333
qp03xj,4,0.22051282734751693
qp03xj,5,0.2898859931379256
qp03xj,6,0.26808282754036244
qp03xj,7,0.23666124553379744
qp03xj,8,0.2522978309424003
qp03xj,9,0.2608374376202511
qp03xj,10,0.2754572308919433
qp03xj,11,0.237828756029811
qp03xj,12,0.2268992172886415
qp03xj,13,0.2607521825550329
qp03xj,14,0.20894518962813724
qp03xj,15,0.15052706559159088
qp03xj,16,0.09759216579639865
qp03xj,17,0.0492580717069087
qp03xj,18,0.0345316617318279
qp03xj,19,0.040561276901975425
qp03xj,20,0.04284286634609942
qp03xj,21,0.12477746547277407
qp03xj,22,0.24476901970732576
qp03xj,23,0.3693606559110089
qp03xk,0,0.42857860561336786
qp03xk,1,0.44306540745265194
qp03xk,2,0.35702397294911126
qp03xk,3,0.370525457478256
qp03xk,4,0.40199318761859815
qp03xk,5,0.40965215002186484
qp03xk,6,0.26356546056265967
qp03xk,7,0.2409237108196597
qp03xk,8,0.24950963811129226
qp03xk,9,0.28151232453820163
qp03xk,10,0.22546801796438065
qp03xk,11,0.24830244688036768
qp03xk,12,0.2041183799769824
qp03xk,13,0.17010947472975133
qp03xk,14,0.14654191034196895
qp03xk,15,0.09709209609101305
qp03xk,16,0.10300536614812673
qp03xk,17,0.054891759771162
qp03xk,18,0.030821091904175722
qp03xk,19,0.029511321408401
qp03xk,20,0.05896396586146318
qp03xk,21,0.1472453101438433
qp03xk,22,0.4184709306500136
qp03xk,23,0.548003449216406
qp03xm,0,0.5900137266051361
qp03xm,1,0.6461317408476779
qp03xm,2,0.6012182453058306
qp03xm,3,0.7682797572296192
qp03xm,4,0.8876006570521314
qp03xm,5,0.7728438295283855
qp03xm,6,0.7321015864319759
qp03xm,7,0.6825607627806234
qp03xm,8,0.697987130368142
qp03xm,9,0.6973467763014096
qp03xm,10,0.6927051462321826
qp03xm,11,0.6575244241506859
qp03xm,12,0.6367175014602076
qp03xm,13,0.7166889171072208
qp03xm,14,0.5734607636635806
qp03xm,15,0.48715199193132613
qp03xm,16,0.4468679293124582
qp03xm,17,0.3916657582023071
qp03xm,18,0.23304732538331774
qp03xm,19,0.2021091922771263
qp03xm,20,0.25791555995835524
qp03xm,21,0.2837599234014937
qp03xm,22,0.3900273722298185
qp03xm,23,0.6716416159890825
qp03xn,0,0.2098294888947347
qp03xn,1,0.2100983602155844
qp03xn,2,0.20891587585485957
qp03xn,3,0.20291304485243972
qp03xn,4,0.17733095564444326
qp03xn,5,0.18648083049197797
qp03xn,6,0.1689660589315452
qp03xn,7,0.1708875704922535
qp03xn,8,0.16565980670422123
qp03xn,9,0.12268359754061962
qp03xn,10,0.0932679587878525
qp03xn,11,0.09458563946718943
qp03xn,12,0.12419342244519442
qp03xn,13,0.10543507401403927
qp03xn,14,0.09582483149851775
qp03xn,15,0.07933906222158515
qp03xn,16,0.05183239806956363
qp03xn,17,0.021779399016363225
qp03xn,18,0.0138144056007031
qp03xn,19,0.00721818138015945
qp03xn,20,0.0580275124326741
qp03xn,21,0.07695945080575597
qp03xn,22,0.17440913564610008
qp03xn,23,0.2715139348882667
qp03xp,0,0.2541426641741828
qp03xp,1,0.277139584780724
qp03xp,2,0.23943082331210785
qp03xp,3,0.21773594170986685
qp03xp,4,0.2127627797667532
qp03xp,5,0.21161070033952983
qp03xp,6,0.25764199348357
qp03xp,7,0.20637154417026066
qp03xp,8,0.23974962466354147
qp03xp,9,0.2300864242684523
qp03xp,10,0.23921254135504655
qp03xp,11,0.23054554638181124
qp03xp,12,0.21012218960817025
qp03xp,13,0.2096977657008943
qp03xp,14,0.22949222502991545
qp03xp,15,0.17701098428012296
qp03xp,16,0.15958678975856466
qp03xp,17,0.10085239938648938
qp03xp,18,0.061567523895785
qp03xp,19,0.04899976857270868
qp03xp,20,0.05221696466945727
qp03xp,21,0.08470505594743505
qp03xp,22,0.17509659018660217
qp03xp,23,0.2252120628772119
qp03xq,0,0.12346032388931842
qp03xq,1,0.16537315932618368
qp03xq,2,0.11156271760412302
qp03xq,3,0.05408382396895997
qp03xq,4,0.07599572285484468
qp03xq,5,0.09134259508504705
qp03xq,6,0.08690273939422288
qp03xq,7,0.06463566649539275
qp03xq,8,0.07285777651423145
qp03xq,9,0.07423098240158493
qp03xq,10,0.0895244680167146
qp03xq,11,0.06119673623609442
qp03xq,12,0.0744900746602101
qp03xq,13,0.09686042940871994
qp03xq,14,0.09626598718640042
qp03xq,15,0.08388351333530003
qp03xq,16,0.05414358099464608
qp03xq,17,0.03160346454399358
qp03xq,18,0.02721802321394345
qp03xq,19,0.015687937719027302
qp03xq,20,0.027650709326090775
qp03xq,21,0.03729996882877072
qp03xq,22,0.0732729360678028
qp03xq,23,0.1531673006810501
qp03xr,0,0.10001454619960903
qp03xr,1,0.1227797900998239
qp03xr,2,0.09175735849406967
qp03xr,3,0.09251595594944462
qp03xr,4,0.10168616169106892
qp03xr,5,0.130587436764544
qp03xr,6,0.11329081677089965
qp03xr,7,0.14773486211800751
qp03xr,8,0.1330114070253374
qp03xr,9,0.13429014613909496
qp03xr,10,0.15891646373285434
qp03xr,11,0.14715501142194704
qp03xr,12,0.17234644959938938
qp03xr,13,0.20860772216511445
qp03xr,14,0.11644813861838042
qp03xr,15,0.06513781917706067
qp03xr,16,0.0456830211995156
qp03xr,17,0.015979078551585067
qp03xr,18,0.009971766698080234
qp03xr,19,0.010595961914042024
qp03xr,20,0.013454920010814926
qp03xr,21,0.015492266712496976
qp03xr,22,0.03861477835689035
qp03xr,23,0.12424138774771942
qp03xs,0,0.3298394623967341
qp03xs,1,0.2883820601842477
qp03xs,2,0.24358573065438618
qp03xs,3,0.22353431691437517
qp03xs,4,0.31203024766553245
qp03xs,5,0.27155555106929286
qp03xs,6,0.23455653538660803
qp03xs,7,0.21900489830051229
qp03xs,8,0.20169585898791376
qp03xs,9,0.2068385281739752
qp03xs,10,0.18735806608066724
qp03xs,11,0.20034632623268098
qp03xs,12,0.13831942437796402
qp03xs,13,0.14694925877584092
qp03xs,14,0.1198125662268161
qp03xs,15,0.0955696319358845
qp03xs,16,0.04991164695460823
qp03xs,17,0.0499188291695198
qp03xs,18,0.029714517695347623
qp03xs,19,0.028922654113999625
qp03xs,20,0.048165474948195876
qp03xs,21,0.14165509131678064
qp03xs,22,0.2824950801985125
qp03xs,23,0.4571956272359883
qp03xt,0,0.34100289791676963
qp03xt,1,0.3372565791783127
qp03xt,2,0.2558299510191927
qp03xt,3,0.30660582133395303
qp03xt,4,0.3418132090405613
qp03xt,5,0.3501386640207119
qp03xt,6,0.3139022571064209
qp03xt,7,0.2887295684743718
qp03xt,8,0.26942068052142376
qp03xt,9,0.22867064571610335
qp03xt,10,0.2612971996240675
qp03xt,11,0.2241038100522455
qp03xt,12,0.24169802805125593
qp03xt,13,0.1970497255246666
qp03xt,14,0.16465637850020426
qp03xt,15,0.11094496023236158
qp03xt,16,0.08445036268913372
qp03xt,17,0.06088049827125785
qp03xt,18,0.02452417053917675
qp03xt,19,0.018345258441723425
qp03xt,20,0.032030622351521376
qp03xt,21,0.08253047053124535
qp03xt,22,0.18222659528247334
qp03xt,23,0.32548527459349147
qp03xu,0,0.185273673466345
qp03xu,1,0.17923192478160563
qp03xu,2,0.1472586146722453
qp03xu,3,0.14040618426865242
qp03xu,4,0.15672336959871824
qp03xu,5,0.17265600567623923
qp03xu,6,0.14747051982346998
qp03xu,7,0.13910642172304816
qp03xu,8,0.13716632270406168
qp03xu,9,0.12160235428251907
qp03xu,10,0.12294495526756358
qp03xu,11,0.1154419968387489
qp03xu,12,0.08884071125276567
qp03xu,13,0.09072158568822833
qp03xu,14,0.07541574794286032
qp03xu,15,0.05217863158182188
qp03xu,16,0.03658362265267015
qp03xu,17,0.020543880749055075
qp03xu,18,0.005166011482776967
qp03xu,19,0.007372345547914567
qp03xu,20,0.024919691139063227
qp03xu,21,0.07755040563452585
qp03xu,22,0.15078217678072606
qp03xu,23,0.19013541245273632
qp03xv,0,0.26553181937587156
qp03xv,1,0.2635504436358639
qp03xv,2,0.23908752171884604
qp03xv,3,0.23148180150660747
qp03xv,4,0.1962607717865763
qp03xv,5,0.2046471168003792
qp03xv,6,0.20306134903152337
qp03xv,7,0.16965775434947802
qp03xv,8,0.20985361864298066
qp03xv,9,0.15397630912380655
qp03xv,10,0.16367401156878286
qp03xv,11,0.16607042959323687
qp03xv,12,0.15473736394076887
qp03xv,13,0.17361567163842137
qp03xv,14,0.15157601170427465
qp03xv,15,0.1183159080901157
qp03xv,16,0.07693392517539505
qp03xv,17,0.041053780127725176
qp03xv,18,0.031040325085220876
qp03xv,19,0.03464153297844992
qp03xv,20,0.0372982013161343
qp03xv,21,0.10624254005216596
qp03xv,22,0.2070427595433518
qp03xv,23,0.38197208354427326
qp03xw,0,0.5886587817380556
qp03xw,1,0.6553781862714209
qp03xw,2,0.4772391256145103
qp03xw,3,0.39518201346194937
qp03xw,4,0.515346581286268
qp03xw,5,0.5844405252364292
qp03xw,6,0.5423803997647108
qp03xw,7,0.5496175415710486
qp03xw,8,0.5187540484075956
qp03xw,9,0.533074852984719
qp03xw,10,0.5110293083944042
qp03xw,11,0.4923238856629886
qp03xw,12,0.5093783757309178
qp03xw,13,0.4462273942185858
qp03xw,14,0.468466824596344
qp03xw,15,0.30877608624725295
qp03xw,16,0.2703094358908476
qp03xw,17,0.12904108386599844
qp03xw,18,0.11724856508718545
qp03xw,19,0.09770960176327467
qp03xw,20,0.11713766325767327
qp03xw,21,0.17754195320360766
qp03xw,22,0.3596270755167565
qp03xw,23,0.5816909816448167
qp03xx,0,0.6316940034925663
qp03xx,1,0.6665730497594017
qp03xx,2,0.5371187927967146
qp03xx,3,0.5758752614567139
qp03xx,4,0.6451080293401104
qp03xx,5,0.8432814910948785
qp03xx,6,0.877816898194629
qp03xx,7,0.921145449815733
qp03xx,8,0.9839096931280479
qp03xx,9,1.0
qp03xx,10,1.0
qp03xx,11,1.0
qp03xx,12,1.0
qp03xx,13,1.0
qp03xx,14,0.8428168982385181
qp03xx,15,0.46956754870718254
qp03xx,16,0.32258420816118694
qp03xx,17,0.2276264353424884
qp03xx,18,0.13281738837012314
qp03xx,19,0.0868190851222938
qp03xx,20,0.11684817454961646
qp03xx,21,0.13807369037437126
qp03xx,22,0.3835666404707053
qp03xx,23,0.7330471319887201
qp03xy,0,0.5010702481622181
qp03xy,1,0.5181607070092711
qp03xy,2,0.4272308037004066
qp03xy,3,0.44565575360392745
qp03xy,4,0.4856739540154108
qp03xy,5,0.5283764720199143
qp03xy,6,0.42540094388373023
qp03xy,7,0.466441604001608
qp03xy,8,0.45962986552111984
qp03xy,9,0.47983620170416813
qp03xy,10,0.439850439451526
qp03xy,11,0.4806348513154963
qp03xy,12,0.4529478653826535
qp03xy,13,0.44391753839491765
qp03xy,14,0.301555537656987
qp03xy,15,0.2976183599327979
qp03xy,16,0.21407693424286486
qp03xy,17,0.16722005795750694
qp03xy,18,0.13396758779671125
qp03xy,19,0.1114515437352033
qp03xy,20,0.16957268731945388
qp03xy,21,0.24018719002366345
qp03xy,22,0.39724089980235167
qp03xy,23,0.6827504278481781
qp03xz,0,0.2871263570383721
qp03xz,1,0.2848584007496724
qp03xz,2,0.24461999530743794
qp03xz,3,0.23415760144436107
qp03xz,4,0.31384023869502253
qp03xz,5,0.30707413863993105
qp03xz,6,0.29633309875649966
qp03xz,7,0.2640192993158078
qp03xz,8,0.2702854287762899
qp03xz,9,0.2524488867828096
qp03xz,10,0.2432833001232051
qp03xz,11,0.24974260045480504
qp03xz,12,0.23147229732988256
qp03xz,13,0.21776466387900587
qp03xz,14,0.1801528440087145
qp03xz,15,0.14752710543328865
qp03xz,16,0.10269986843440115
qp03xz,17,0.06196974029026605
qp03xz,18,0.057730973501056396
qp03xz,19,0.0448897505837467
qp03xz,20,0.053596327916278524
qp03xz,21,0.1499461953103624
qp03xz,22,0.24523343455148805
qp03xz,23,0.3547043914170769
qp03y0,0,0.0062967098732229256
qp03y0,1,0.0050501940543559495
qp03y0,2,0.0023275918953971
qp03y0,3,0.0083021883691899
qp03y0,4,0.013542328488616065
qp03y0,5,0.0004454064587295
qp03y0,6,0.006946069940588199
qp03y0,8,0.0113084847023435
qp03y0,9,0.0093393638922122
qp03y0,10,0.0106266408675545
qp03y0,11,0.0032924811447015336
qp03y0,12,0.008664490382787366
qp03y0,14,0.0030177544246823
qp03y0,20,0.002147104059353275
qp03y0,21,0.00911181501543755
qp03y0,22,0.014160897777896
qp03y0,23,0.007037419451435
qp03y1,0,0.0198815604731177
qp03y1,1,0.00673952063399096
qp03y1,2,0.00980197337500425
qp03y1,3,0.007582305297123867
qp03y1,4,0.0022611224067821
qp03y1,5,0.0167770443968232
qp03y1,6,0.0147901040020595
qp03y1,7,0.009421051955899599
qp03y1,8,0.0093975580025176
qp03y1,9,0.009739752684818125
qp03y1,10,0.00470384870665625
qp03y1,11,0.0054781771324016
qp03y1,12,0.0058359895952122
qp03y1,13,0.0040819802653162
qp03y1,14,0.0077841768407162
qp03y1,15,0.00302123560680745
qp03y1,21,0.004522692725806267
qp03y1,22,0.0031913778100773
qp03y1,23,0.026484033942156975
qp03y2,0,0.03370307509954239
qp03y2,1,0.034910636589478815
qp03y2,2,0.052429819841275684
qp03y2,3,0.0711889694020047
qp03y2,4,0.05949116803867645
qp03y2,5,0.046656149287911924
qp03y2,6,0.04893940054036877
qp03y2,7,0.0297941680606358
qp03y2,8,0.03818543072559383
qp03y2,9,0.039988625680597224
qp03y2,10,0.018751031296607948
qp03y2,11,0.01740152512463465
qp03y2,12,0.01602398010378715
qp03y2,13,0.013517352183349126
qp03y2,14,0.0320422701348013
qp03y2,15,0.019976913402375125
qp03y2,16,0.009573572516316567
qp03y2,17,0.0074659726233259
qp03y2,20,0.006851138914793133
qp03y2,21,0.034491328379699523
qp03y2,22,0.0475864724054704
qp03y2,23,0.06746673474740156
qp03y3,0,0.014289487596974699
qp03y3,1,0.02025492414796175
qp03y3,2,0.018071720619507434
qp03y3,3,0.014987433347788766
qp03y3,4,0.0074522762465853995
qp03y3,5,0.009848844681356933
qp03y3,6,0.006921306348922
qp03y3,7,0.0028657075849444
qp03y3,8,0.0023518852688697
qp03y3,9,0.0026419102132419
qp03y3,12,0.0022069872948465
qp03y3,13,0.0011852823252712
qp03y3,21,0.0100762332058214
qp03y3,22,0.0108891531121514
qp03y3,23,0.0037924933117356335
qp03y4,0,0.0020046635765052
qp03y4,1,0.00186891269244255
qp03y4,2,0.0051388958203817
qp03y4,3,0.0104246096642002
qp03y4,4,0.0084476877079278
qp03y4,6,0.0019445369575752
qp03y4,9,0.007553489021512034
qp03y5,22,0.0052573850339946
qp03y5,23,0.0027781241716006
qp03y6,0,0.023364894641606314
qp03y6,1,0.038997371544274184
qp03y6,2,0.01600802802976924
qp03y6,3,0.04677507052734255
qp03y6,4,0.04900458629297455
qp03y6,5,0.06162023723699428
qp03y6,6,0.019669763595200226
qp03y6,7,0.0338506410337826
qp03y6,8,0.021475661957377126
qp03y6,9,0.0181989100645307
qp03y6,10,0.0077249268951097745
qp03y6,11,0.0202716554429149
qp03y6,12,0.025359608018212475
qp03y6,13,0.018448385662389603
qp03y6,14,0.01542014576472835
qp03y6,16,0.0063090867521937
qp03y6,20,0.0094516190081421
qp03y6,21,0.021403596386255025
qp03y6,22,0.04635400962937075
qp03y6,23,0.050872113707180124
qp03y7,0,0.05372483476798101
qp03y7,1,0.06153462592128293
qp03y7,2,0.06079345215817324
qp03y7,3,0.10093605108539118
qp03y7,4,0.08032444977456454
qp03y7,5,0.0778165100336549
qp03y7,6,0.08120251890439326
qp03y7,7,0.076238325442648
qp03y7,8,0.07624806747998356
qp03y7,9,0.08260725690732715
qp03y7,10,0.07922197858888082
qp03y7,11,0.07055179420544791
qp03y7,12,0.0727688573423665
qp03y7,13,0.06523047234960565
qp03y7,14,0.04033612918310527
qp03y7,15,0.016763585489649725
qp03y7,16,0.008792289917482625
qp03y7,17,0.011644299545749975
qp03y7,19,0.00861201629418155
qp03y7,20,0.013533159797347327
qp03y7,21,0.0413488709719927
qp03y7,22,0.07637432633901182
qp03y7,23,0.10666678534062818
qp03y8,0,0.16587030907324973
qp03y8,1,0.16449366609726357
qp03y8,2,0.15374400900961055
qp03y8,3,0.17160696484475985
qp03y8,4,0.12966822073417703
qp03y8,5,0.11442521166759675
qp03y8,6,0.16021671334338278
qp03y8,7,0.14335036685764627
qp03y8,8,0.12135114839492565
qp03y8,9,0.11888099126605135
qp03y8,10,0.1120737893041215
qp03y8,11,0.10387222612459712
qp03y8,12,0.08493087934532623
qp03y8,13,0.08662605837419973
qp03y8,14,0.06926686932213932
qp03y8,15,0.042911498172753804
qp03y8,16,0.032356682232566325
qp03y8,17,0.009713526461531001
qp03y8,18,0.02928167945689635
qp03y8,19,0.016320883672975052
qp03y8,20,0.04688277210284865
qp03y8,21,0.10152462854010766
qp03y8,22,0.20798524189667436
qp03y8,23,0.25469981296790106
qp03y9,0,0.12071995466178292
qp03y9,1,0.09498071115325221
qp03y9,2,0.11553894489098653
qp03y9,3,0.13609847690388713
qp03y9,4,0.09683048593002873
qp03y9,5,0.10202406342930728
qp03y9,6,0.14536603015601196
qp03y9,7,0.1334531577154825
qp03y9,8,0.09452590933240047
qp03y9,9,0.1040083578288461
qp03y9,10,0.060663916514920375
qp03y9,11,0.06105081521507452
qp03y9,12,0.07368164874100838
qp03y9,13,0.05796410374485345
qp03y9,14,0.06365685265693755
qp03y9,15,0.03700656003055695
qp03y9,16,0.0247831096691693
qp03y9,17,0.00163393682879945
qp03y9,18,0.00326261062830345
qp03y9,19,0.0143651722675924
qp03y9,20,0.0556960045789645
qp03y9,21,0.09135330343695233
qp03y9,22,0.14674366500056327
qp03y9,23,0.1657893069995126
qp03yb,0,0.38735759711202755
qp03yb,1,0.4400998236793058
qp03yb,2,0.3779155240546418
qp03yb,3,0.41359517653936395
qp03yb,4,0.5561519772349025
qp03yb,5,0.7124980345610492
qp03yb,6,0.7864476824660982
qp03yb,7,0.8949676009994053
qp03yb,8,0.9748695817157932
qp03yb,9,0.992393228467674
qp03yb,10,1.0
qp03yb,11,1.0
qp03yb,12,1.0
qp03yb,13,1.0
qp03yb,14,0.9158864354231935
qp03yb,15,0.4716371582366789
qp03yb,16,0.2900818208090119
qp03yb,17,0.15739761102555566
qp03yb,18,0.10297682937020852
qp03yb,19,0.0625776972935974
qp03yb,20,0.0731842952230375
qp03yb,21,0.11700819784322616
qp03yb,22,0.2588966320112259
qp03yb,23,0.3858937480778909
qp03yc,0,0.11720800277422161
qp03yc,1,0.13949078818775948
qp03yc,2,0.11305076527778368
qp03yc,3,0.10634553443659138
qp03yc,4,0.09791337619303275
qp03yc,5,0.12657018672113493
qp03yc,6,0.1363460201091512
qp03yc,7,0.13863158659986122
qp03yc,8,0.1431451864169984
qp03yc,9,0.15915333970346884
qp03yc,10,0.15752516222842125
qp03yc,11,0.158269763177655
qp03yc,12,0.1750402114262615
qp03yc,13,0.20244839643536536
qp03yc,14,0.1563954570749763
qp03yc,15,0.08227886058012315
qp03yc,16,0.04452651985680555
qp03yc,17,0.028576982947205426
qp03yc,18,0.018647824401292278
qp03yc,19,0.01096177202748725
qp03yc,20,0.015466010243975599
qp03yc,21,0.0673021505113349
qp03yc,22,0.13680158982325932
qp03yc,23,0.1610663791941651
qp03yd,0,0.10566260111806879
qp03yd,1,0.12098342552787551
qp03yd,2,0.13148262676668745
qp03yd,3,0.1684433507689509
qp03yd,4,0.1528346129051753
qp03yd,5,0.13764655985023574
qp03yd,6,0.16876589610638876
qp03yd,7,0.11583872287456735
qp03yd,8,0.09735376249943285
qp03yd,9,0.10314954390236597
qp03yd,10,0.09099190162573972
qp03yd,11,0.10180502844026144
qp03yd,12,0.07819643392545708
qp03yd,13,0.06208062990456455
qp03yd,14,0.05298616404352058
qp03yd,15,0.033988928642185175
qp03yd,16,0.018554810183905476
qp03yd,17,0.011792367420463825
qp03yd,18,0.025108389569150572
qp03yd,19,0.0180554239168567
qp03yd,20,0.051060182817668075
qp03yd,21,0.11957379183025368
qp03yd,22,0.16765576197051593
qp03yd,23,0.12922897634181152
qp03ye,0,0.0959160216547213
qp03ye,1,0.08888228858625413
qp03ye,2,0.07712697421090438
qp03ye,3,0.09032614041033953
qp03ye,4,0.09656046004447433
qp03ye,5,0.08693137755298866
qp03ye,6,0.099624499281877
qp03ye,7,0.08049238902486827
qp03ye,8,0.0661986421133168
qp03ye,9,0.06644337858505592
qp03ye,10,0.08551810824982208
qp03ye,11,0.044918373305434876
qp03ye,12,0.060516283384793354
qp03ye,13,0.047737961564424294
qp03ye,14,0.039880309554005525
qp03ye,15,0.04212431614896945
qp03ye,16,0.026550240338761622
qp03ye,17,0.010554462705423701
qp03ye,18,0.0065630847394309
qp03ye,19,0.0075358189515723
qp03ye,20,0.023727242010965724
qp03ye,21,0.06595437405555274
qp03ye,22,0.12622629330705945
qp03ye,23,0.14256636451933988
qp03yf,0,0.035716096491184304
qp03yf,1,0.042605774239596515
qp03yf,2,0.03238929763618606
qp03yf,3,0.0156007296226256
qp03yf,4,0.020829826853076022
qp03yf,5,0.0290628097983264
qp03yf,6,0.03820815954881733
qp03yf,7,0.03592717451356553
qp03yf,8,0.03484153118073832
qp03yf,9,0.031469305454828476
qp03yf,10,0.0252495374726901
qp03yf,11,0.0196557475230743
qp03yf,12,0.03099113586174255
qp03yf,13,0.03373169120711332
qp03yf,14,0.021833177112056977
qp03yf,15,0.02293564889342457
qp03yf,16,0.00891693256757425
qp03yf,17,0.0090332020241748
qp03yf,18,0.0102499073554354
qp03yf,19,0.0069556924158492
qp03yf,21,0.022500974794322552
qp03yf,22,0.04641275632112012
qp03yf,23,0.05704619621626855
qp03yg,0,0.17969030531215963
qp03yg,1,0.20634509337933726
qp03yg,2,0.16540979849168752
qp03yg,3,0.17678512116120784
qp03yg,4,0.20933354682178068
qp03yg,5,0.2417358716354321
qp03yg,6,0.263727915581744
qp03yg,7,0.3398164926707332
qp03yg,8,0.34586394565475337
qp03yg,9,0.32424097000487545
qp03yg,10,0.33896914285199853
qp03yg,11,0.3511273108737063
qp03yg,12,0.33021274853684557
qp03yg,13,0.293225947104256
qp03yg,14,0.22950171206580391
qp03yg,15,0.1553181610370836
qp03yg,16,0.11360119286551461
qp03yg,17,0.07301074035853254
qp03yg,18,0.050466196447495996
qp03yg,19,0.0356988302360501
qp03yg,20,0.036510665594408576
qp03yg,21,0.07203850071165008
qp03yg,22,0.12716852439684467
qp03yg,23,0.21393789309349784
qp03yk,0,0.03170483156919035
qp03yk,1,0.03435255761524891
qp03yk,2,0.0315695561161337
qp03yk,3,0.028761482372903074
qp03yk,4,0.0188236196587927
qp03yk,5,0.015975436015801925
qp03yk,6,0.01006793881675545
qp03yk,7,0.01745189696175415
qp03yk,8,0.00823166174310745
qp03yk,9,0.01836075775820835
qp03yk,10,0.020021075433347125
qp03yk,11,0.022694735306593824
qp03yk,12,0.020866716395911474
qp03yk,13,0.008638873759577649
qp03yk,14,0.0060404473827792
qp03yk,15,0.00310813783828
qp03yk,19,0.0025182002370825
qp03yk,20,0.0009689079192462
qp03yk,21,0.0291132440798454
qp03yk,22,0.03391478276982518
qp03yk,23,0.04314161749784293
qp03ym,0,0.01653442819135735
qp03ym,1,0.016388171148558756
qp03ym,2,0.01628732356482508
qp03ym,3,0.01943127691832795
qp03ym,4,0.012283538731318667
qp03ym,5,0.029848693912486825
qp03ym,6,0.014233499949411367
qp03ym,7,0.027648390282380336
qp03ym,8,0.019764284530309324
